company,batch,status,team_size,company_id,job_title,role,job_type,job_locations,job_posted,company_one_liner,company_website,yc_profile,company_locations,industries,observed_at
Proliferate,Summer 2025,Active,,30659,Founding Engineer,,Full-time,"San Francisco, CA, US",,Manage a team of agents from your desktop,https://proliferate.com?utm_source=yc&utm_medium=referral&utm_campaign=profile,https://www.ycombinator.com/companies/proliferate,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
QFEX,Spring 2025,Active,10,30367,Backend Engineer,,Full-time,"London, England, GB",,24/7 Global Stock Exchange,https://qfex.com,https://www.ycombinator.com/companies/qfex,"London, England, United Kingdom","Fintech, Banking and Exchange",2026-06-02T13:30:24+00:00
Readily,Summer 2023,Active,20,28809,🚀 Full-Stack Engineering Intern (Summer 2026),,Internship,"San Francisco, CA, US",,AI Compliance Platform for Healthcare Organizations,https://readily.co,https://www.ycombinator.com/companies/readily,"San Francisco, CA, USA",Healthcare,2026-06-02T13:30:24+00:00
Readily,Summer 2023,Active,20,28809,🚀 Senior Full-Stack Engineer,,Full-time,"San Francisco, CA, US",,AI Compliance Platform for Healthcare Organizations,https://readily.co,https://www.ycombinator.com/companies/readily,"San Francisco, CA, USA",Healthcare,2026-06-02T13:30:24+00:00
Rebolt,Winter 2025,Active,3,30324,Founding Backend Software Engineer,,Full-time,"San Francisco, CA, US; Remote",,AI-Powered Company OS,https://rebolt.ai,https://www.ycombinator.com/companies/rebolt,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Rebolt,Winter 2025,Active,3,30324,Founding Frontend/Design Engineer,,Full-time,"San Francisco, CA, US; Remote (Barcelona, CT, ES; Madrid, MD, ES; London, England, GB)",,AI-Powered Company OS,https://rebolt.ai,https://www.ycombinator.com/companies/rebolt,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Reducto,Winter 2024,Active,30,29254,LLM/ML Engineer (Inference),,Full-time,"San Francisco, CA, US",,The complete agentic document platform,https://reducto.ai,https://www.ycombinator.com/companies/reducto,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Reducto,Winter 2024,Active,30,29254,Machine Learning Engineer,,Full-time,"San Francisco, CA, US",,The complete agentic document platform,https://reducto.ai,https://www.ycombinator.com/companies/reducto,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Reducto,Winter 2024,Active,30,29254,Software Engineer,,Full-time,"San Francisco, CA, US",,The complete agentic document platform,https://reducto.ai,https://www.ycombinator.com/companies/reducto,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Refactor,Summer 2024,Active,3,29788,Founding AI Engineer,,Full-time,"Palo Alto, CA, US",,"Deploying secure and reliable AI agents across healthcare, retail,…",https://refactor.co,https://www.ycombinator.com/companies/refactor,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Relari,Winter 2024,Active,2,29185,Founding Engineer,,Full-time,"San Francisco, CA, US",,AI Agent Builder for Software 3.0,https://www.relari.ai/,https://www.ycombinator.com/companies/relari,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Replicas,Spring 2026,Active,2,31345,Founding Engineer,,Full-time,"San Francisco, CA, US",,Run any coding agent harness in the cloud,https://tryreplicas.com,https://www.ycombinator.com/companies/replicas,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Respan,Winter 2024,Active,15,29325,Security Engineer,,Full-time,IN; Remote (IN),,"Self-driving observability, evals, and gateway for AI agents",https://respan.ai,https://www.ycombinator.com/companies/respan,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
Retell AI,Winter 2024,Active,40,29441,Developer Community Lead,,Full-time,"San Francisco, CA, US; Remote",,Supercharge Your Contact Center Operations with AI Phone Agents,https://retellai.com,https://www.ycombinator.com/companies/retell-ai,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Retell AI,Winter 2024,Active,40,29441,"Senior Software Engineer, Backend",,Full-time,"San Carlos, CA, US",,Supercharge Your Contact Center Operations with AI Phone Agents,https://retellai.com,https://www.ycombinator.com/companies/retell-ai,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Revamp,Summer 2023,Active,3,28830,Founding Engineer - AI infra & Data Pipeline,,Full-time,"San Francisco, CA, US",,AI-Powered Customer Segmentation for eCommerce,https://www.getrevamp.ai,https://www.ycombinator.com/companies/revamp,"San Francisco, CA, USA","B2B, Analytics",2026-06-02T13:30:24+00:00
Rhizome AI,Winter 2026,Active,1,31176,Founding Full Stack AI Engineer ,,Full-time,BR; CO; AR; MX; PE; CL; CR; UY; Remote (BR; CO; AR; MX; PE; CL; CR; UY),,Agent Platform for Life Sciences,https://rhizomeai.com/,https://www.ycombinator.com/companies/rhizome-ai,"New York City, NY, USA; Remote",B2B,2026-06-02T13:30:24+00:00
Rimward,Summer 2023,Active,1,28958,Platform Engineer,,Full-time,"Paris, IDF, FR; Paris, Île-de-France, FR",,Low-false-positive intrusion detection for remote outdoor sites,https://rimward.ai/,https://www.ycombinator.com/companies/rimward,"Paris, Île-de-France, France","B2B, Security",2026-06-02T13:30:24+00:00
ROE,Winter 2024,Active,9,29291,Founding Engineer,,Full-time,"San Mateo, CA, US",,AI for risk and compliance,https://getroe.ai,https://www.ycombinator.com/companies/roe,"San Mateo, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
ROE,Winter 2024,Active,9,29291,Founding Staff Software Engineer,,Full-time,"San Mateo, CA, US",,AI for risk and compliance,https://getroe.ai,https://www.ycombinator.com/companies/roe,"San Mateo, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
Runtime,Spring 2026,Active,3,31518,Founding Engineer,,Full-time,"San Francisco, CA, US",,Sandboxed coding agents for everyone on your team.,https://www.runtm.com/,https://www.ycombinator.com/companies/runtime,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
SafetyKit,Summer 2023,Active,10,29000,"Full Stack Engineer, Intern Summer 2026",,Internship,"San Francisco, CA, US",,"AI agents for risk, compliance, and safety",https://www.safetykit.com/,https://www.ycombinator.com/companies/safetykit,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
SalesPatriot,Winter 2025,Active,15,30230,Full Stack Engineer (Warsaw),,Full-time,Warsaw Office,,AI powered operating system for distributors and OEMs,https://www.salespatriot.com/,https://www.ycombinator.com/companies/salespatriot,"San Francisco, CA, USA","B2B, Operations",2026-06-02T13:30:24+00:00
SAMMY Labs,Winter 2025,Active,10,30348,Founding Engineer,,Full-time,"England, GB",,Computational Law,https://www.sammylabs.com,https://www.ycombinator.com/companies/sammy-labs,"London, United Kingdom",B2B,2026-06-02T13:30:24+00:00
Santé,Summer 2023,Active,10,29042,Senior Full-Stack Engineer,,Full-time,"New York, NY, US",,All-in-one POS for liquor stores,https://santehq.com/,https://www.ycombinator.com/companies/sante,"New York, NY, USA","B2B, Retail",2026-06-02T13:30:24+00:00
Scout,Winter 2025,Active,8,30205,Software Engineer,,Full-time,"New York, NY, US",,AI-powered student information system for K-12 schools,https://scoutforschools.com/,https://www.ycombinator.com/companies/scout-4,"New York, NY, USA",Education,2026-06-02T13:30:24+00:00
Seeing Systems,Winter 2026,Active,2,31180,Founding Software Engineer,,Full-time,"London, England, GB",,Modular AI-Commanded Drones for Defence,https://www.seeing-systems.com,https://www.ycombinator.com/companies/seeing-systems,"London, United Kingdom","Industrials, Defense",2026-06-02T13:30:24+00:00
Seeing Systems,Winter 2026,Active,2,31180,Software Engineering Intern,,Internship,"London, England, GB; Christchurch, England, GB",,Modular AI-Commanded Drones for Defence,https://www.seeing-systems.com,https://www.ycombinator.com/companies/seeing-systems,"London, United Kingdom","Industrials, Defense",2026-06-02T13:30:24+00:00
Shadeform,Summer 2023,Active,11,29104,Founding (Senior) Software Engineer,,Full-time,"San Francisco, CA, US; Remote (US)",,The GPU Cloud Marketplace,https://www.shadeform.ai/,https://www.ycombinator.com/companies/shadeform,,"B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Silimate,Summer 2023,Active,8,29010,Chip/Software Engineer,,Full-time,"Mountain View, CA, US; San Francisco, CA, US",,The copilot for chip designers,https://www.silimate.com,https://www.ycombinator.com/companies/silimate,"Mountain View, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Silimate,Summer 2023,Active,8,29010,ML Engineer,,Full-time,"Mountain View, CA, US; San Francisco, CA, US",,The copilot for chip designers,https://www.silimate.com,https://www.ycombinator.com/companies/silimate,"Mountain View, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Silimate,Summer 2023,Active,8,29010,Software Engineer + Customer Success,,Full-time,"Mountain View, CA, US; San Francisco, CA, US",,The copilot for chip designers,https://www.silimate.com,https://www.ycombinator.com/companies/silimate,"Mountain View, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Sim,Spring 2025,Active,6,30440,"Software Engineer, Agents",,Full-time,"San Francisco, CA, US",,Open source platform to build AI agent workflows,https://sim.ai,https://www.ycombinator.com/companies/sim,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Sim,Spring 2025,Active,6,30440,"Software Engineer, Platform",,Full-time,"San Francisco, CA, US",,Open source platform to build AI agent workflows,https://sim.ai,https://www.ycombinator.com/companies/sim,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Simple AI,Summer 2024,Active,11,29785,Founding Software Engineer,,Full-time,"San Francisco, CA, US",,AI voice that sells,https://www.usesimple.ai,https://www.ycombinator.com/companies/simple-ai,"San Francisco, CA, USA","B2B, Sales",2026-06-02T13:30:24+00:00
Smooth,Fall 2024,Active,2,30050,Software Engineer,,Full-time,"London, England, GB; Cambridge, England, GB",,"Fast, simple, reliable AI browser agent",https://smooth.sh,https://www.ycombinator.com/companies/smooth,"London, United Kingdom","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Socratix AI,Summer 2025,Active,3,30726,Founding Backend Engineer,,Full-time,"Mountain View, CA, US",,AI coworkers for fraud and risk teams.,https://getsocratix.ai,https://www.ycombinator.com/companies/socratix-ai,"San Francisco, CA, USA","B2B, Operations",2026-06-02T13:30:24+00:00
Socratix AI,Summer 2025,Active,3,30726,Software Engineering Intern,,Internship,"Mountain View, CA, US",,AI coworkers for fraud and risk teams.,https://getsocratix.ai,https://www.ycombinator.com/companies/socratix-ai,"San Francisco, CA, USA","B2B, Operations",2026-06-02T13:30:24+00:00
Sola,Summer 2023,Active,5,28996,"Software Engineer, Backend",,Full-time,New York City,,Copilot for Robotic Process Automation,https://www.sola-solutions.com/,https://www.ycombinator.com/companies/sola,"New York City, NY, USA",B2B,2026-06-02T13:30:24+00:00
Solva,Summer 2025,Active,15,30706,Founding Engineer,,Full-time,"New York, NY, US",,Automates insurance claims and stops incorrect payouts,https://solvatechnology.com,https://www.ycombinator.com/companies/solva,,"Fintech, Insurance",2026-06-02T13:30:24+00:00
Solve Intelligence,Summer 2023,Active,43,28825,AI Engineer,,Full-time,"London, England, GB",,"AI patent drafting, prosecution, litigation and more for legal teams.",https://www.solveintelligence.com/,https://www.ycombinator.com/companies/solve-intelligence,"London, United Kingdom","B2B, Legal",2026-06-02T13:30:24+00:00
Solve Intelligence,Summer 2023,Active,43,28825,Full-Stack Engineer (Back-End Leaning),,Full-time,"London, England, GB",,"AI patent drafting, prosecution, litigation and more for legal teams.",https://www.solveintelligence.com/,https://www.ycombinator.com/companies/solve-intelligence,"London, United Kingdom","B2B, Legal",2026-06-02T13:30:24+00:00
Solve Intelligence,Summer 2023,Active,43,28825,Full-Stack Engineer (Front-End Leaning),,Full-time,"London, England, GB",,"AI patent drafting, prosecution, litigation and more for legal teams.",https://www.solveintelligence.com/,https://www.ycombinator.com/companies/solve-intelligence,"London, United Kingdom","B2B, Legal",2026-06-02T13:30:24+00:00
Solve Intelligence,Summer 2023,Active,43,28825,Infrastructure Engineer,,Full-time,"London, England, GB",,"AI patent drafting, prosecution, litigation and more for legal teams.",https://www.solveintelligence.com/,https://www.ycombinator.com/companies/solve-intelligence,"London, United Kingdom","B2B, Legal",2026-06-02T13:30:24+00:00
Spark,Winter 2024,Active,5,29438,"Software Engineer, Full Stack - Founding Team",,Full-time,"San Francisco, CA, US",,AI-powered workflows for energy infrastructure,https://www.sparkhq.ai,https://www.ycombinator.com/companies/spark,,B2B,2026-06-02T13:30:24+00:00
Spott,Winter 2025,Active,15,30322,Software Engineer (Graduate),,Full-time,"Leuven, Flanders, BE",,AI-native ATS/CRM for recruiting firms,https://spott.io,https://www.ycombinator.com/companies/spott,,"B2B, Recruiting and Talent",2026-06-02T13:30:24+00:00
Spott,Winter 2025,Active,15,30322,Software Engineer Backend,,Full-time,"Leuven, Flanders, BE",,AI-native ATS/CRM for recruiting firms,https://spott.io,https://www.ycombinator.com/companies/spott,,"B2B, Recruiting and Talent",2026-06-02T13:30:24+00:00
Stacksync,Winter 2024,Active,17,29434,Senior Backend Engineer,,Full-time,"San Francisco, CA, US; Lausanne, VD, CH; Lausanne, Vaud, CH; Remote (US; CA; BR; CO; AR; MX; BO; FR; CH; PT; ES; GB; DE; NL)",,Real-time and two-way sync between CRMs and Databases,https://www.stacksync.com/,https://www.ycombinator.com/companies/stacksync,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Stacksync,Winter 2024,Active,17,29434,Senior Full-Stack Engineer,,Full-time,"San Francisco, CA, US; Lausanne, VD, CH; Remote (FR; DE; CH; US; CA; PT; ES; GB)",,Real-time and two-way sync between CRMs and Databases,https://www.stacksync.com/,https://www.ycombinator.com/companies/stacksync,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Stardrift,Summer 2024,Active,3,29654,Founding Software Engineer,,Full-time,"San Francisco, CA, US",,AI travel planner,https://stardrift.ai,https://www.ycombinator.com/companies/stardrift,"San Francisco, CA, USA","Consumer, Travel, Leisure and Tourism",2026-06-02T13:30:24+00:00
Steinmetz,Winter 2025,Active,5,30190,Firmware Engineer,,Full-time,"San Francisco, CA, US",,Next-Generation Power Electronics,https://steinmetzmotors.com/,https://www.ycombinator.com/companies/steinmetz,"San Francisco, CA, USA",Industrials,2026-06-02T13:30:24+00:00
Steinmetz,Winter 2025,Active,5,30190,Generalist Hardware/Firmware,,Full-time,"San Francisco, CA, US",,Next-Generation Power Electronics,https://steinmetzmotors.com/,https://www.ycombinator.com/companies/steinmetz,"San Francisco, CA, USA",Industrials,2026-06-02T13:30:24+00:00
Stilta,Winter 2026,Active,4,31167,Founding Engineer,,Full-time,"Stockholm, Stockholm County, SE",,Agentic AI for intellectual property,https://stilta.com,https://www.ycombinator.com/companies/stilta,,B2B,2026-06-02T13:30:24+00:00
Structured AI,Fall 2025,Active,10,30845,Founding Engineer,,Full-time,"New York, NY, US",,AI workforce for Construction Engineering,https://www.getstructured.ai/,https://www.ycombinator.com/companies/structured-ai,"New York, NY, USA","Real Estate and Construction, Construction",2026-06-02T13:30:24+00:00
Subsets,Summer 2023,Active,7,28837,Senior Backend Software Engineer,,Full-time,DK,,AI-driven Retention Automation for subscription media businesses.,https://www.subsets.com,https://www.ycombinator.com/companies/subsets,"Copenhagen, Denmark",B2B,2026-06-02T13:30:24+00:00
Subsets,Summer 2023,Active,7,28837,Senior Data Engineer (in-office Copenhagen),,Full-time,DK,,AI-driven Retention Automation for subscription media businesses.,https://www.subsets.com,https://www.ycombinator.com/companies/subsets,"Copenhagen, Denmark",B2B,2026-06-02T13:30:24+00:00
Subsets,Summer 2023,Active,7,28837,Software Engineer (Full-stack),,Full-time,DK,,AI-driven Retention Automation for subscription media businesses.,https://www.subsets.com,https://www.ycombinator.com/companies/subsets,"Copenhagen, Denmark",B2B,2026-06-02T13:30:24+00:00
SureBright,Summer 2024,Active,30,29850,"Software Engineer, Founder’s Office",,Full-time,"Gurugram, HR, IN; Gurugram, Haryana, IN; DL, IN; Delhi, IN",,Apple Care-like warranty program for every retailer ,https://surebright.com/,https://www.ycombinator.com/companies/surebright,,"B2B, Retail",2026-06-02T13:30:24+00:00
Synphony,Spring 2026,Active,10,31415,Software Engineer,,Full-time,"San Carlos, CA, US; San Francisco, CA, US; Santa Clara, CA, US",,robots & software for farms,https://www.synphony.co/,https://www.ycombinator.com/companies/synphony,"San Carlos, CA, USA","Industrials, Manufacturing and Robotics",2026-06-02T13:30:24+00:00
Synthio Labs,Spring 2025,Active,29,30421,Software Engineer - AI,,Full-time,IN; Remote (IN),,Agentic AI platform for Pharma GTM teams,https://synthiolabs.com/,https://www.ycombinator.com/companies/synthio-labs,"San Francisco, CA, USA",Healthcare,2026-06-02T13:30:24+00:00
TaxGPT,Summer 2024,Active,45,29710,Sr. DevOps Engineer,,Full-time,"San Francisco, CA, US; Remote (US)",,AI tax assistant for professionals and businesses,https://www.taxgpt.com,https://www.ycombinator.com/companies/taxgpt,"San Francisco, CA, USA","B2B, Finance and Accounting",2026-06-02T13:30:24+00:00
Terminal,Summer 2023,Active,13,28860,Senior Software Engineer - Data Platform,,Full-time,"📍 Toronto, ON",,Plaid for Telematics Data in Commercial Trucking,https://www.withterminal.com/,https://www.ycombinator.com/companies/terminal,"Toronto, ON, Canada","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
Terminal,Summer 2023,Active,13,28860,Senior Software Engineer - Product & Integrations,,Full-time,"📍 Toronto, ON",,Plaid for Telematics Data in Commercial Trucking,https://www.withterminal.com/,https://www.ycombinator.com/companies/terminal,"Toronto, ON, Canada","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
Terminal,Summer 2023,Active,13,28860,Staff Software Engineer - Data Platform,,Full-time,"📍 Toronto, ON",,Plaid for Telematics Data in Commercial Trucking,https://www.withterminal.com/,https://www.ycombinator.com/companies/terminal,"Toronto, ON, Canada","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
Terminal,Summer 2023,Active,13,28860,Staff Software Engineer - Product & Integrations,,Full-time,"📍 Toronto, ON",,Plaid for Telematics Data in Commercial Trucking,https://www.withterminal.com/,https://www.ycombinator.com/companies/terminal,"Toronto, ON, Canada","B2B, Supply Chain and Logistics",2026-06-02T13:30:24+00:00
Terrakotta,Winter 2024,Active,5,29435,"Software Engineer (Product, New Grad)",,Full-time,"Seattle, WA, US",,AI platform for phone-first sellers,https://www.terrakotta.ai/,https://www.ycombinator.com/companies/terrakotta,"Seattle, WA, USA","B2B, Sales",2026-06-02T13:30:24+00:00
The Company Company,Spring 2026,Active,1,31371,Founding Engineer,,Full-time,"San Francisco, CA, US; Remote",,The last agent your company will ever need.,https://www.thecompany.company,https://www.ycombinator.com/companies/the-company-company,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
The Forecasting Company,Summer 2024,Active,7,29779,Founding Machine Learning Engineer,,Full-time,"Paris, France",,Foundation models for time series,https://www.theforecastingcompany.com,https://www.ycombinator.com/companies/the-forecasting-company,"Paris, Île-de-France, France",B2B,2026-06-02T13:30:24+00:00
The Hog,Fall 2025,Active,2,30986,Senior AI Engineer (Full-Stack),,Contract,"BR; SP, BR; State of São Paulo, BR; AR; Buenos Aires, Buenos Aires, AR; CL; CO; Remote (BR; SP, BR; State of São Paulo, BR; AR; Buenos Aires, Buenos Aires, AR; CL; CO)",,Real-time web intelligence API for AI agents and GTM teams,https://thehog.ai/,https://www.ycombinator.com/companies/the-hog,,"B2B, Marketing",2026-06-02T13:30:24+00:00
Theorem,Spring 2025,Active,4,30548,Senior SWE,,Full-time,"San Francisco, CA, US",,Program verification so even your systems engineers can vibecode,https://theorem.dev,https://www.ycombinator.com/companies/theorem-2,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Theorem,Spring 2025,Active,4,30548,Systems Engineer,,Full-time,"San Francisco, CA, US",,Program verification so even your systems engineers can vibecode,https://theorem.dev,https://www.ycombinator.com/companies/theorem-2,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
TraceRoot.AI,Summer 2025,Active,1,30610,Founding Engineer,,Full-time,"San Francisco, CA, US",,Open source self-healing layer for AI agents,https://traceroot.ai,https://www.ycombinator.com/companies/traceroot-ai,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
TraceRoot.AI,Summer 2025,Active,1,30610,Software Engineering Intern,,Internship,"San Francisco, CA, US; Remote",,Open source self-healing layer for AI agents,https://traceroot.ai,https://www.ycombinator.com/companies/traceroot-ai,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Trata,Winter 2025,Active,6,30274,Founding Engineer,,Full-time,"New York, NY, US",,AI-powered research desk for hedge funds,https://www.trytrata.com/,https://www.ycombinator.com/companies/trata,"New York, NY, USA","B2B, Finance and Accounting",2026-06-02T13:30:24+00:00
Unsiloed AI,Fall 2025,Active,2,30894,Founding Software Engineer - Backend and Infrastructure,,Full-time,"San Francisco, CA, US",,API for parsing multimodal unstructured data,https://www.unsiloed.ai/,https://www.ycombinator.com/companies/unsiloed-ai,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Unsloth AI,Summer 2024,Active,8,29633,Founding ML Engineer,,Full-time,"San Francisco, CA, US",,Open-Source Reinforcement Learning (RL) & Fine-tuning for LLMs.,https://unsloth.ai/,https://www.ycombinator.com/companies/unsloth-ai,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Uplane,Fall 2025,Active,19,30844,Founding AI Engineer,,Full-time,"San Francisco, CA, US",,Replace marketing agencies with AI,https://uplane.com,https://www.ycombinator.com/companies/uplane,"San Francisco, CA, USA","B2B, Marketing",2026-06-02T13:30:24+00:00
Uplane,Fall 2025,Active,19,30844,Founding Engineer (Full-Stack),,Full-time,"San Francisco, CA, US",,Replace marketing agencies with AI,https://uplane.com,https://www.ycombinator.com/companies/uplane,"San Francisco, CA, USA","B2B, Marketing",2026-06-02T13:30:24+00:00
Upsolve AI,Winter 2024,Active,5,29182,Founding AI Engineer,,Full-time,"London, England, GB",,Deploy trustworthy data agent that know your business,https://upsolve.ai/,https://www.ycombinator.com/companies/upsolve-ai,,"B2B, Analytics",2026-06-02T13:30:24+00:00
Upstream,Summer 2023,Active,7,28926,Founding Mobile Engineer,,Full-time,"Paris, Île-de-France, FR",,The first inbox designed for humans and agents,https://www.upstream.do/,https://www.ycombinator.com/companies/upstream,,"B2B, Productivity",2026-06-02T13:30:24+00:00
Variant,Fall 2024,Active,5,29577,Founding Agentic Backend Engineer (Senior / Staff),,Full-time,"San Francisco, CA, US",,Creative intelligence,https://variant.com,https://www.ycombinator.com/companies/variant,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
Variant,Fall 2024,Active,5,29577,Founding Frontend Engineer (Staff),,Full-time,"San Francisco, CA, US",,Creative intelligence,https://variant.com,https://www.ycombinator.com/companies/variant,"San Francisco, CA, USA","B2B, Engineering, Product and Design",2026-06-02T13:30:24+00:00
VectorShift,Summer 2023,Active,30,29001,Backend Engineer (India),,Full-time,IN; Remote (IN),,AI Operating System for Private Market Investors,https://www.vectorshift.ai,https://www.ycombinator.com/companies/vectorshift,"New York City, NY, USA","B2B, Finance and Accounting",2026-06-02T13:30:24+00:00
VectorShift,Summer 2023,Active,30,29001,Frontend Engineer (India),,Full-time,IN; Remote (IN),,AI Operating System for Private Market Investors,https://www.vectorshift.ai,https://www.ycombinator.com/companies/vectorshift,"New York City, NY, USA","B2B, Finance and Accounting",2026-06-02T13:30:24+00:00
Velvet,Fall 2025,Active,3,30995,Founding Machine Learning Engineer,,Full-time,"San Francisco, CA, US",,Training data for underserved domains,https://velvetlab.ai,https://www.ycombinator.com/companies/velvet,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Venta AI,Summer 2023,Active,7,28847,Founding Full Stack Engineer,,Full-time,"Amsterdam, NH, NL; Amsterdam, North Holland, NL",,The compliant AI colleague for sales teams in Europe,https://www.getventa.ai,https://www.ycombinator.com/companies/venta-ai,,"B2B, Sales",2026-06-02T13:30:24+00:00
Ventura,Winter 2026,Active,2,31156,Founding Engineer,,Full-time,"San Francisco, CA, US",,AI Workforce for Distributors and Manufacturers,https://www.ventura.ai,https://www.ycombinator.com/companies/ventura,"San Francisco, CA, USA",Industrials,2026-06-02T13:30:24+00:00
VibeFlow,Summer 2025,Active,3,30699,Founding Full-Stack Engineer,,Full-time,"San Francisco, CA, US; Remote",,"Lovable, n8n and a database all in one platform ",https://vibeflow.ai/,https://www.ycombinator.com/companies/vibeflow,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
VOYGR,Winter 2026,Active,,31271,Full-Stack Engineer,,Full-time,Remote,,Real-world place intelligence for AI apps and agents,https://voygr.tech,https://www.ycombinator.com/companies/voygr,"San Francisco, CA, USA",B2B,2026-06-02T13:30:24+00:00
Whip,Winter 2024,Active,6,29378,Founding Mobile Engineer (React Native),,Full-time,"Bengaluru, KA, IN; Bengaluru, Karnataka, IN; Remote (IN)",,A social feed for interactive AI Creations,https://whip.run/,https://www.ycombinator.com/companies/whip,"San Francisco, CA, USA","Consumer, Social",2026-06-02T13:30:24+00:00
Wordware,Summer 2024,Active,15,29649,Senior Full Stack Engineer (Back-End),,Full-time,San Francisco,,AI agents you can rely on,https://wordware.ai/,https://www.ycombinator.com/companies/wordware,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
Y/n,Summer 2023,Active,2,28486,Founding Engineer,,Full-time,"San Francisco, CA, US",,Play a fun story,https://yn.app/,https://www.ycombinator.com/companies/yn,"San Francisco, CA, USA","Consumer, Content",2026-06-02T13:30:24+00:00
YouShift,Winter 2025,Active,10,29790,Full-Stack Software Engineer,,Full-time,"New York, NY, US; Barcelona, CT, ES; Barcelona, Catalonia, ES; València, VC, ES; València, Valencian Community, ES; Madrid, MD, ES; Madrid, Community of Madrid, ES; Remote (ES; US)",,The OS for hospital workforce management,https://www.you-shift.com/,https://www.ycombinator.com/companies/youshift,"New York, NY, USA","B2B, Human Resources",2026-06-02T13:30:24+00:00
Zeit AI,Summer 2024,Active,9,29764,Founding Engineer (Forward-Deployed),,Full-time,"Munich, BY, DE",,From data to enterprise insights in just a few words.,https://zeit-ai.com/,https://www.ycombinator.com/companies/zeit-ai,,"B2B, Analytics",2026-06-02T13:30:24+00:00
Zeit AI,Summer 2024,Active,9,29764,Founding Engineer (Product),,Full-time,"Munich, BY, DE",,From data to enterprise insights in just a few words.,https://zeit-ai.com/,https://www.ycombinator.com/companies/zeit-ai,,"B2B, Analytics",2026-06-02T13:30:24+00:00
ZeroEntropy,Winter 2025,Active,6,30241,Founding AI Engineer,,Full-time,"San Francisco, CA, US",,Artificial Specialized Intelligence,https://www.zeroentropy.dev,https://www.ycombinator.com/companies/zeroentropy,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
ZeroEntropy,Winter 2025,Active,6,30241,Founding Engineer ,,Full-time,"San Francisco, CA, US",,Artificial Specialized Intelligence,https://www.zeroentropy.dev,https://www.ycombinator.com/companies/zeroentropy,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
ZeroEntropy,Winter 2025,Active,6,30241,Head of Developer Experience,,Full-time,"San Francisco, CA, US; Remote",,Artificial Specialized Intelligence,https://www.zeroentropy.dev,https://www.ycombinator.com/companies/zeroentropy,"San Francisco, CA, USA","B2B, Infrastructure",2026-06-02T13:30:24+00:00
